,STOCK,SEC_SHORT_NAME,INFO_ID,PUBLISH_TIME,END_DATE,ORG_NAME
6378,SZ000887,中鼎股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6379,SH600438,通威股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6380,SZ300121,阳谷华泰,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6381,SZ000651,格力电器,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6382,SH600031,三一重工,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6383,SH601003,柳钢股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6384,SZ000333,美的集团,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6385,SZ002563,森马服饰,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6386,SZ002081,金螳螂,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6387,SH600426,华鲁恒升,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6388,SZ300577,开润股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6389,SZ002311,海大集团,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6390,SH600519,贵州茅台,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6391,SH600760,中航沈飞,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6392,SZ002717,岭南股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6393,SZ002013,中航机电,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6394,SH600867,通化东宝,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6395,SZ002382,蓝帆医疗,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6396,SZ300498,温氏股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6397,SH600887,伊利股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6398,SZ002078,太阳纸业,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6399,SZ002024,苏宁易购,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6400,SH600729,重庆百货,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6401,SH600567,山鹰纸业,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6402,SH600258,首旅酒店,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6403,SZ300673,佩蒂股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6404,SZ300144,宋城演艺,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6405,SZ002343,慈文传媒,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6406,SZ000681,视觉中国,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6407,SZ300422,博世科,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6408,SZ002475,立讯精密,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6409,SZ300353,东土科技,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6410,SZ000961,中南建设,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6411,SZ300252,金信诺,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6412,SZ002236,大华股份,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6413,SH600348,阳泉煤业,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6414,SH600588,用友网络,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6415,SH600570,恒生电子,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6416,SZ300572,安车检测,3614988,2018-05-02 00:00:00,2018-05-31,招商证券
6417,SZ000089,深圳机场,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6418,SH600030,中信证券,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6419,SZ002601,龙蟒佰利,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6420,SH601318,中国平安,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6421,SZ002756,永兴特钢,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6422,SZ000002,万科A,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6423,SH600426,华鲁恒升,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6424,SH601225,陕西煤业,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6425,SH601006,大秦铁路,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6426,SH600114,东睦股份,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6427,SZ000703,恒逸石化,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6428,SH600660,福耀玻璃,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6429,SZ300070,碧水源,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6430,SH600104,上汽集团,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6431,SZ000932,华菱钢铁,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6432,SH601100,恒立液压,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6433,SH601877,正泰电器,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6434,SZ300014,亿纬锂能,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6435,SZ002372,伟星新材,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6436,SH600760,中航沈飞,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6437,SZ002013,中航机电,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6438,SZ002747,埃斯顿,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6439,SH600887,伊利股份,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6440,SZ300498,温氏股份,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6441,SH603359,东珠景观,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6442,SH600519,贵州茅台,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6443,SZ002078,太阳纸业,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6444,SZ000650,仁和药业,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6445,SZ002223,鱼跃医疗,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6446,SH600690,青岛海尔,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6447,SH601828,美凯龙,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6448,SZ000651,格力电器,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6449,SH600729,重庆百货,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6450,SZ300094,国联水产,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6451,SZ300144,宋城演艺,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6452,SH603708,家家悦,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6453,SZ002475,立讯精密,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6454,SZ002563,森马服饰,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6455,SH600258,首旅酒店,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6456,SH603839,安正时尚,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6457,SZ002236,大华股份,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6458,SZ300571,平治信息,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6459,SZ002624,完美世界,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6460,SZ002491,通鼎互联,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6461,SZ300188,美亚柏科,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6462,SH601318,中国平安,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6463,SZ300673,佩蒂股份,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6464,SZ000002,万科A,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6465,SH600030,中信证券,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6466,SH600570,恒生电子,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6467,SZ300098,高新兴,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6468,SZ000961,中南建设,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6469,SH600348,阳泉煤业,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6470,SZ300572,安车检测,3599518,2018-06-03 00:00:00,2018-06-30,招商证券
6471,SH601225,陕西煤业,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6472,SZ300137,先河环保,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6473,SZ000932,华菱钢铁,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6474,SZ002756,永兴特钢,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6475,SH600114,东睦股份,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6476,SH600673,东阳光科,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6477,SZ000703,恒逸石化,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6478,SZ300203,聚光科技,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6479,SZ300596,利安隆,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6480,SH601006,大秦铁路,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6481,SZ000089,深圳机场,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6482,SH600426,华鲁恒升,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6483,SH600742,一汽富维,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6484,SZ300470,日机密封,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6485,SH600031,三一重工,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6486,SZ002013,中航机电,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6487,SH600760,中航沈飞,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6488,SH600660,福耀玻璃,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6489,SH601117,中国化学,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6490,SH600519,贵州茅台,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6491,SZ000650,仁和药业,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6492,SZ002372,伟星新材,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6493,SH600887,伊利股份,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6494,SH600525,长园集团,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6495,SZ300014,亿纬锂能,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6496,SZ002701,奥瑞金,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6497,SZ002223,鱼跃医疗,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6498,SH603839,安正时尚,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6499,SZ000651,格力电器,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6500,SZ002078,太阳纸业,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6501,SZ300498,温氏股份,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6502,SH603708,家家悦,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6503,SZ002707,众信旅游,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6504,SH600729,重庆百货,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6505,SZ002563,森马服饰,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6506,SZ300571,平治信息,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6507,SZ300188,美亚柏科,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6508,SZ000681,视觉中国,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6509,SZ300098,高新兴,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6510,SZ300036,超图软件,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6511,SZ300144,宋城演艺,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6512,SZ300572,安车检测,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6513,SZ002475,立讯精密,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6514,SH601398,工商银行,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6515,SH601318,中国平安,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6516,SZ300673,佩蒂股份,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6517,SH600030,中信证券,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6518,SZ002236,大华股份,2193146,2018-07-01 00:00:00,2018-07-31,招商证券
6519,SZ000961,中南建设,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6520,SH601699,潞安环能,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6521,SH601225,陕西煤业,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6522,SZ300422,博世科,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6523,SH600048,保利地产,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6524,SH600782,新钢股份,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6525,SH600338,西藏珠峰,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6526,SZ300070,碧水源,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6527,SH601899,紫金矿业,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6528,SH600233,圆通速递,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6529,SZ000703,恒逸石化,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6530,SZ000089,深圳机场,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6531,SZ000932,华菱钢铁,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6532,SZ000338,潍柴动力,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6533,SZ300349,金卡智能,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6534,SH600426,华鲁恒升,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6535,SZ300596,利安隆,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6536,SH600742,一汽富维,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6537,SZ300470,日机密封,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6538,SZ002013,中航机电,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6539,SZ300114,中航电测,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6540,SH601877,正泰电器,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6541,SH600039,四川路桥,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6542,SH601117,中国化学,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6543,SZ300014,亿纬锂能,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6544,SZ002372,伟星新材,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6545,SZ002271,东方雨虹,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6546,SZ000858,五粮液,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6547,SH600519,贵州茅台,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6548,SZ002078,太阳纸业,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6549,SH603939,益丰药房,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6550,SH600963,岳阳林纸,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6551,SZ300498,温氏股份,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6552,SZ002293,罗莱生活,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6553,SH601933,永辉超市,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6554,SZ300144,宋城演艺,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6555,SZ000650,仁和药业,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6556,SH601888,中国中免,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6557,SH601339,百隆东方,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6558,SZ002475,立讯精密,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6559,SH600729,重庆百货,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6560,SZ002236,大华股份,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6561,SZ000681,视觉中国,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6562,SH600588,用友网络,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6563,SH600498,烽火通信,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6564,SZ300098,高新兴,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6565,SZ300416,苏试试验,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6566,SZ002142,宁波银行,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6567,SZ300036,超图软件,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6568,SZ300487,蓝晓科技,3812225,2018-07-29 00:00:00,2018-08-31,招商证券
6569,SH601318,中国平安,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6570,SH601009,南京银行,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6571,SZ000002,万科A,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6572,SZ000961,中南建设,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6573,SH600030,中信证券,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6574,SH601225,陕西煤业,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6575,SZ300070,碧水源,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6576,SH600782,新钢股份,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6577,SH600808,马钢股份,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6578,SH601699,潞安环能,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6579,SZ300422,博世科,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6580,SH600338,西藏珠峰,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6581,SZ000703,恒逸石化,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6582,SZ000089,深圳机场,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6583,SZ002468,申通快递,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6584,SZ002182,云海金属,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6585,SZ300596,利安隆,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6586,SH600660,福耀玻璃,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6587,SH600426,华鲁恒升,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6588,SH600742,一汽富维,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6589,SZ002353,杰瑞股份,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6590,SZ300114,中航电测,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6591,SZ002372,伟星新材,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6592,SZ002013,中航机电,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6593,SH601100,恒立液压,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6594,SZ002717,岭南股份,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6595,SH600039,四川路桥,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6596,SH601877,正泰电器,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6597,SH600519,贵州茅台,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6598,SZ300014,亿纬锂能,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6599,SZ000596,古井贡酒,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6600,SH603939,益丰药房,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6601,SZ300122,智飞生物,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6602,SZ002078,太阳纸业,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6603,SH601933,永辉超市,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6604,SH600729,重庆百货,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6605,SZ002640,跨境通,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6606,SH601339,百隆东方,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6607,SZ002475,立讯精密,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6608,SZ300498,温氏股份,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6609,SZ300144,宋城演艺,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6610,SZ002191,劲嘉股份,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6611,SH601888,中国中免,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6612,SZ002008,大族激光,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6613,SZ002281,光迅科技,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6614,SZ300413,芒果超媒,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6615,SH600498,烽火通信,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6616,SZ002912,中新赛克,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6617,SZ000681,视觉中国,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6618,SH603129,春风动力,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6619,SH600588,用友网络,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6620,SH601318,中国平安,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6621,SZ300572,安车检测,4521923,2018-09-02 00:00:00,2018-09-30,招商证券
6622,SH600036,招商银行,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6623,SZ002142,宁波银行,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6624,SZ000961,中南建设,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6625,SH600030,中信证券,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6626,SZ000002,万科A,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6627,SH601225,陕西煤业,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6628,SZ300070,碧水源,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6629,SH601699,潞安环能,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6630,SH600808,马钢股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6631,SZ300137,先河环保,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6632,SZ000629,攀钢钒钛,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6633,SZ000703,恒逸石化,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6634,SZ002468,申通快递,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6635,SZ000089,深圳机场,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6636,SZ002182,云海金属,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6637,SH601899,紫金矿业,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6638,SZ300596,利安隆,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6639,SH600426,华鲁恒升,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6640,SH600742,一汽富维,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6641,SZ002594,比亚迪,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6642,SH601100,恒立液压,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6643,SZ002353,杰瑞股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6644,SZ002013,中航机电,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6645,SZ300114,中航电测,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6646,SH601877,正泰电器,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6647,SH600039,四川路桥,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6648,SZ300014,亿纬锂能,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6649,SH600519,贵州茅台,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6650,SZ000650,仁和药业,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6651,SZ002717,岭南股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6652,SH600887,伊利股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6653,SZ300630,普利制药,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6654,SZ300577,开润股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6655,SZ002563,森马服饰,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6656,SH603833,欧派家居,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6657,SZ002078,太阳纸业,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6658,SH600729,重庆百货,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6659,SH601933,永辉超市,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6660,SZ300498,温氏股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6661,SH601888,中国中免,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6662,SZ002008,大族激光,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6663,SZ000681,视觉中国,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6664,SZ300144,宋城演艺,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6665,SH600498,烽火通信,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6666,SZ300413,芒果超媒,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6667,SZ300673,佩蒂股份,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6668,SH600570,恒生电子,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6669,SZ000002,万科A,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6670,SZ300572,安车检测,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6671,SZ300252,金信诺,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6672,SH600588,用友网络,3811273,2018-10-07 00:00:00,2018-10-31,招商证券
6673,SZ000961,中南建设,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6674,SH601318,中国平安,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6675,SH600036,招商银行,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6676,SH600030,中信证券,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6677,SZ002142,宁波银行,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6678,SH601699,潞安环能,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6679,SZ300137,先河环保,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6680,SH601225,陕西煤业,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6681,SH600808,马钢股份,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6682,SZ002258,利尔化学,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6683,SH600742,一汽富维,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6684,SZ002182,云海金属,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6685,SH600486,扬农化工,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6686,SZ300203,聚光科技,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6687,SZ002110,三钢闽光,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6688,SZ000089,深圳机场,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6689,SH600031,三一重工,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6690,SZ002468,申通快递,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6691,SZ002353,杰瑞股份,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6692,SZ300114,中航电测,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6693,SZ002594,比亚迪,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6694,SH600406,国电南瑞,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6695,SH601877,正泰电器,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
6696,SZ002013,中航机电,3539688,2018-11-01 00:00:00,2018-11-30,招商证券
